name,url,country,region,coordinates,caption,longitude,latitude
Historic Centre of Macao,http://whc.unesco.org/en/list/1110,China,Macao Special Administrative Region,N22 11 28.651 E113 32 11.26,"Macao, a lucrative port of strategic importance in the development of international trade, was under Portuguese administration from the mid-16th century until 1999, when it came under Chinese sovereignty. With its historic street, residential, religious and public Portuguese and Chinese buildings, the historic centre of Macao provides a unique testimony to the meeting of aesthetic, cultural, architectural and technological influences from East and West. The site also contains a fortress and a lighthouse, the oldest in China. It bears witness to one of the earliest and longest-lasting encounters between China and the West, based on the vibrancy of international trade.",113.53646111111111,22.191291944444444
Kaiping Diaolou and Villages,http://whc.unesco.org/en/list/1112,China,Guangdong Province,N22 17 7.87 E112 33 57.1,"Kaiping Diaolou and Villages feature the Diaolou, multi-storeyed defensive village houses in Kaiping, which display a complex and flamboyant fusion of Chinese and Western structural and decorative forms. They reflect the significant role of émigré Kaiping people in the development of several countries in South Asia, Australasia and North America, during the late 19th and early 20th centuries. There are four groups of Diaolou and twenty of the most symbolic ones are inscribed on the List. These buildings take three forms: communal towers built by several families and used as temporary refuge, residential towers built by individual rich families and used as fortified residences, and watch towers. Built of stone, ",112.5658611111111,22.285519444444443
Quebrada de Humahuaca,http://whc.unesco.org/en/list/1116,Argentina,Province of Juyuy,S23 11 59.5 W65 20 55.9,"Quebrada de Humahuaca follows the line of a major cultural route, the Camino Inca, along the spectacular valley of the Rio Grande, from its source in the cold high desert plateau of the High Andean lands to its confluence with the Rio Leone some 150 km to the south. The valley shows substantial evidence of its use as a major trade route over the past 10,000 years. It features visible traces of prehistoric hunter-gatherer communities, of the Inca Empire (15th to 16th centuries) and of the fight for independence in the 19th and 20th centuries.",-64.6511388888889,-22.80013888888889
Landscape of the Pico Island Vineyard Culture,http://whc.unesco.org/en/list/1117,Portugal,Azores,N38 30 48.4 W28 32 28.2,"The 987-ha site on the volcanic island of Pico, the second largest in the Azores archipelago, consists of a remarkable pattern of spaced-out, long linear walls running inland from, and parallel to, the rocky shore. The walls were built to protect the thousands of small, contiguous, rectangular plots (currais) from wind and seawater. Evidence of this viniculture, whose origins date back to the 15th century, is manifest in the extraordinary assembly of the fields, in houses and early 19th-century manor houses, in wine-cellars, churches and ports. The extraordinarily beautiful man-made landscape of the site is the best remaining area of a once much more widespread practice.",-27.458833333333335,38.513444444444445
Yin Xu,http://whc.unesco.org/en/list/1114,China,Henan Province,N36 7 36 E114 18 50,"The archaeological site of Yin Xu, close to Anyang City, some 500 km south of Beijing, is an ancient capital city of the late Shang Dynasty (1300 - 1046 BC). It testifies to the golden age of early Chinese culture, crafts and sciences, a time of great prosperity of the Chinese Bronze Age. A number of royal tombs and palaces, prototypes of later Chinese architecture, have been unearthed on the site, including the Palace and Royal Ancestral Shrines Area, with more than 80 house foundations, and the only tomb of a member of the royal family of the Shang Dynasty to have remained intact, the Tomb of Fu Hao. The large number and superb craftsmanship of the burial accessories found there bear testimony to the advanced level of Shang crafts industry. Inscriptions on oracle bones found in Yin Xu bear invaluable testimony to the development of one of the world’s oldest writing systems, ancient beliefs and social systems.",114.31388888888888,36.126666666666665
Osun-Osogbo Sacred Grove,http://whc.unesco.org/en/list/1118,Nigeria,"Osogbo, Osun State",N7 45 20.016 E4 33 7.992,"The dense forest of the Osun Sacred Grove, on the outskirts of the city of Osogbo, is one of the last remnants of primary high forest in southern Nigeria. Regarded as the abode of the goddess of fertility Osun, one of the pantheon of Yoruba gods, the landscape of the grove and its meandering river is dotted with sanctuaries and shrines, sculptures and art works in honour of Osun and other deities. The sacred grove, which is now seen as a symbol of identity for all Yoruba people, is probably the last in Yoruba culture. It testifies to the once widespread practice of establishing sacred groves outside all settlements.",4.55222,7.75556
Ashur (Qal'at Sherqat),http://whc.unesco.org/en/list/1130,Iraq,Governorate of Salah ad Din,N35 27 32.004 E43 15 34.992,"The ancient city of Ashur is located on the Tigris River in northern Mesopotamia in a specific geo-ecological zone, at the borderline between rain-fed and irrigation agriculture. The city dates back to the 3rd millennium BC. From the 14th to the 9th centuries BC it was the first capital of the Assyrian Empire, a city-state and trading platform of international importance. It also served as the religious capital of the Assyrians, associated with the god Ashur. The city was destroyed by the Babylonians, but revived during the Parthian period in the 1st and 2nd centuries AD.",43.25972,35.45889
Royal Exhibition Building and Carlton Gardens,http://whc.unesco.org/en/list/1131,Australia,"Melbourne, Victoria",S37 48 22 E144 58 13,"The Royal Exhibition Building and its surrounding Carlton Gardens were designed for the great international exhibitions of 1880 and 1888 in Melbourne. The building and grounds were designed by Joseph Reed. The building is constructed of brick and timber, steel and slate. It combines elements from the Byzantine, Romanesque, Lombardic and Italian Renaissance styles. The property is typical of the international exhibition movement which saw over 50 exhibitions staged between 1851 and 1915 in venues including Paris, New York, Vienna, Calcutta, Kingston (Jamaica) and Santiago (Chile). All shared a common theme and aims: to chart material and moral progress through displays of industry from all nations.",144.97027777777777,-36.193888888888885
"Grimeton Radio Station, Varberg",http://whc.unesco.org/en/list/1134,Sweden,County of Halland,N57 6 0 E12 22 60,"The Varberg Radio Station at Grimeton in southern Sweden (built 1922–24) is an exceptionally well-preserved monument to early wireless transatlantic communication. It consists of the transmitter equipment, including the aerial system of six 127-m high steel towers. Although no longer in regular use, the equipment has been maintained in operating condition. The 109.9-ha site comprises buildings housing the original Alexanderson transmitter, including the towers with their antennae, short-wave transmitters with their antennae, and a residential area with staff housing. The architect Carl Åkerblad designed the main buildings in the neoclassical style and the structural engineer Henrik Kreüger was responsible for the antenna towers, the tallest built structures in Sweden at that time. The site is an outstanding example of the development of telecommunications and is the only surviving example of a major transmitting station based on pre-electronic technology.",12.383333333333333,57.1
Capital Cities and Tombs of the Ancient Koguryo Kingdom,http://whc.unesco.org/en/list/1135,China,"Huanren County, Liaoning Province and Ji’an, Jilin Province",N41 9 25 E126 11 14,"The site includes archaeological remains of three cities and 40 tombs: Wunu Mountain City, Guonei City and Wandu Mountain City, 14 tombs are imperial, 26 of nobles. All belong to the Koguryo culture, named after the dynasty that ruled over parts of northern China and the northern half of the Korean Peninsula from 277 BC to AD 668. Wunu Mountain City is only partly excavated. Guonei City, within the modern city of Ji’an, played the role of a ‘supporting capital’ after the main Koguryo capital moved to Pyongyang. Wandu Mountain City, one of the capitals of the Koguryo Kingdom, contains many vestiges including a large palace and 37 tombs. Some of the tombs show great ingenuity in their elaborate ceilings, designed to roof wide spaces without columns and carry the heavy load of a stone or earth tumulus (mound), which was placed above them.",126.18722222222222,41.15694444444444
